header
3478
"UEM","G","T",11,0,15,1
"UEM","T","T",11,15,45,1
"UEM","T","T",12,0,50,1
"UEM","T","T",12,50,60,1
"UEM","T","G",13,50,15,1
"UEM","T","T",17,0,35,2
"UEM","T","T",17,35,40,2
"UEM","T","T",18,15,35,2
"UEM","T","B",18,50,20,2
"414","G","T",6,0,40,3
"414","T","T",6,40,40,3
"414","T","T",7,30,60,3
"414","T","T",8,30,60,3
"414","T","T",9,30,60,3
"414","T","T",10,30,60,3
"414","T","T",11,30,60,3
"414","T","T",12,30,60,3
"414","T","T",13,30,60,3
"414","T","T",14,30,60,3
"414","T","T",15,30,60,3
"414","T","T",16,30,60,3
"414","T","T",17,30,60,3
"414","T","T",18,30,60,3
"414","T","T",19,30,60,3
"414","T","T",20,30,60,3
"414","T","T",21,30,55,3
"UEM","T","T",22,45,20,3
"UEM","T","T",23,5,5,3
"323","T","T",23,10,50,3
"323","T","T",24,10,45,3
"323","T","G",24,55,55,3
"UEM","G","T",7,30,5,4
"UEM","T","G",7,35,30,4
"UEM","G","T",16,30,40,5
"UEM","T","T",17,10,40,5
"UEM","T","T",17,50,35,5
"UEM","T","T",18,25,45,5
"UEM","T","B",19,10,20,5
"007","G","B",6,10,15,6
"007","B","B",6,25,35,6
"007","B","B",7,0,30,6
"007","B","B",7,30,30,6
"007","B","B",8,0,30,6
"007","B","B",8,30,30,6
"007","B","B",9,0,30,6
"007","B","B",9,30,30,6
"007","B","B",10,0,30,6
"007","B","B",10,30,30,6
"007","B","B",11,0,30,6
"007","B","B",11,30,30,6
"007","B","B",12,0,30,6
"007","B","B",12,30,30,6
"007","B","B",13,0,30,6
"007","B","B",13,30,30,6
"007","B","B",14,0,30,6
"007","B","B",14,30,30,6
"007","B","B",15,0,30,6
"007","B","B",15,30,30,6
"007","B","B",16,0,30,6
"007","B","B",16,30,30,6
"007","B","B",17,0,30,6
"007","B","B",17,30,30,6
"007","B","B",18,0,30,6
"007","B","B",18,30,30,6
"007","B","B",19,0,30,6
"007","B","B",19,30,30,6
"007","B","B",20,0,30,6
"007","B","B",20,30,30,6
"007","B","B",21,0,30,6
"007","B","B",21,30,30,6
"007","B","B",22,0,30,6
"007","B","B",22,30,30,6
"007","B","B",23,0,30,6
"007","B","G",23,30,10,6
"008","G","B",5,10,35,7
"008","B","B",5,45,35,7
"008","B","B",6,20,40,7
"008","B","B",7,0,35,7
"008","B","B",7,35,40,7
"008","B","B",8,15,35,7
"008","B","B",8,50,40,7
"008","B","B",9,30,35,7
"008","B","B",10,5,40,7
"008","B","B",10,45,35,7
"008","B","B",11,20,40,7
"008","B","B",12,0,35,7
"008","B","B",12,35,40,7
"008","B","B",13,15,35,7
"008","B","B",13,50,40,7
"008","B","B",14,30,35,7
"008","B","B",15,5,40,7
"008","B","B",15,45,35,7
"008","B","B",16,20,40,7
"008","B","B",17,0,35,7
"008","B","B",17,35,45,7
"008","B","B",18,20,35,7
"008","B","B",18,55,40,7
"008","B","B",19,35,40,7
"008","B","B",20,15,40,7
"008","B","B",20,55,35,7
"008","B","B",21,30,40,7
"008","B","B",22,10,30,7
"008","B","B",22,40,40,7
"008","B","B",23,20,30,7
"008","B","G",23,50,20,7
"008","G","B",5,55,15,8
"008","B","B",6,10,35,8
"008","B","B",6,45,40,8
"008","B","B",7,25,35,8
"008","B","B",8,0,40,8
"008","B","B",8,40,35,8
"008","B","B",9,15,40,8
"008","B","B",9,55,35,8
"008","B","B",10,30,40,8
"008","B","B",11,10,35,8
"008","B","B",11,45,40,8
"008","B","B",12,25,35,8
"008","B","B",13,0,40,8
"008","B","B",13,40,35,8
"008","B","B",14,15,40,8
